순번,회사명,공장대표주소,공장대표주소(지번),업종명,전화번호,생산품
10933,프리어패럴,"부산광역시 사하구 장림로196번길 20, 2층 (장림동)",부산광역시 사하구 장림동 325-66번지 2층,셔츠 및 블라우스 제조업,051-263-0392,
10934,플러스데크,부산광역시 강서구 낙동남로1013번길 42-1 (명지동),부산광역시 강서구 명지동 3178-33번지,절삭가공 및 유사처리업 외 2 종,051-313-0960,
10935,플러스엠텍,,부산광역시 영도구 청학동 1-133 외 1필지,선박 구성 부분품 제조업,,
10936,플러스텍,부산광역시 기장군 정관읍 예림1로 76-5,부산광역시 기장군 정관읍 예림리 608-3번지,주형 및 금형 제조업,051-728-4867,
10937,플레닝센터 주식회사,부산광역시 사하구 구평동 377-19번지,부산광역시 사하구 구평동 377-19번지,선박 구성 부분품 제조업,051-997-5004,
10938,플레닝센터 주식회사,부산광역시 사하구 구평동 377-1번지,부산광역시 사하구 구평동 377-1번지,선박 구성 부분품 제조업,051-997-5004,
10939,플루토스사,부산광역시 사상구 감전천로 75 (감전동),부산광역시 사상구 감전동 958-3번지,그 외 기타 고무제품 제조업,051-322-0017,
10940,플리카,부산광역시 기장군 정관읍 예림리 843번지,부산광역시 기장군 정관읍 예림리 843번지,기타 운동 및 경기용구 제조업,051-783-3448,
10941,피닉스산업,부산광역시 사상구 낙동대로881번길 33 (감전동),부산광역시 사상구 감전동 509-23번지,가정용 비전기식 조리 및 난방 기구 제조업,051-315-2780,
10942,피디제이미디어,부산광역시 해운대구 센텀북대로 60 (재송동) 센텀아이에스타워 13층 1314호,부산광역시 해운대구 재송동 1209 센텀아이에스타워  13층 1314호,비디오 및 기타 영상기기 제조업 외 1 종,051-702-1113,
10943,피앤룩스 주식회사,"부산광역시 남구 신선로 365, 3공학관 106A호(용당동)",부산광역시 남구 용당동 251 3공학관 106A호,전기경보 및 신호장치 제조업 외 5 종,051-416-9845,
10944,피앤비,"부산광역시 동래구 명안로26번길 90, 2층 (안락동)",부산광역시 동래구 안락동 464-1번지 2층,방송장비 제조업 외 10 종,051-900-2500,
10945,피앤비,"부산광역시 금정구 서동로73번길 48, 지하1층 (부곡동)",부산광역시 금정구 부곡동 735-1번지 지하1층,기타 직물제품 제조업 외 20 종,051-900-2500,
10946,피앤피인더스터리,부산광역시 강서구 녹산산업중로 421 (송정동),부산광역시 강서구 송정동 1677-3번지,절삭가공 및 유사처리업,051-832-8870,
10947,피에스텍,부산광역시 강서구 녹산산업북로313번길 40 (송정동),부산광역시 강서구 송정동 1617-7번지,절삭가공 및 유사처리업,,
10948,피엠에스 마린서비스,"부산광역시 강서구 신호산단3로88번길 36 (신호동) (신호동 208-26, 27)","부산광역시 강서구 신호동 208-26 (신호동 208-26, 27)",내연기관 제조업,051-416-9740,
10949,피엠지(주),부산광역시 강서구 범방2로 17 (범방동),부산광역시 강서구 범방동 1910-4번지,기타 선박 건조업,051-832-6161,
10950,피제이엠(주),부산광역시 강서구 녹산산업북로 478 (송정동),부산광역시 강서구 송정동 1686-6번지,동주물 주조업,051-831-9688,
10951,피케이인터내쇼날,부산광역시 강서구 득천2길 10 (강동동),부산광역시 강서구 강동동 2538-10번지,신발 부분품 제조업,051-972-7255,
10952,피플&시스템,부산광역시 금정구 개좌로 15 (서동) 3층,부산광역시 금정구 서동 207-11 3층,간판 및 광고물 제조업 외 1 종,051-525-8959,
10953,피플테크,부산광역시 사상구 강변대로456번길 15-17(엄궁동),부산광역시 사상구 엄궁동 651-12,"동 압연, 압출 및 연신제품 제조업",051-328-8890,
10954,핑크하우스,부산광역시 해운대구 재반로103번길 20 (재송동),부산광역시 해운대구 재송동 1061-10번지,침구 및 관련제품 제조업 외 1 종,051-784-0778,
10955,하나금속,"부산광역시 사상구 새벽로91번길 31 (학장동, 하나금속)",부산광역시 사상구 학장동 719-2번지,도금업,051-328-7107,
10956,하나기전,부산광역시 영도구 대평로6번길 10-4 (남항동1가),부산광역시 영도구 남항동1가 28-2번지,유압기기 제조업,051-415-1210,
10957,하나로PACK산업,부산광역시 기장군 일광면 화전리 33-2번지 외 1필지,부산광역시 기장군 일광면 화전리 33-2번지 외 1필지,경 인쇄업,,
10958,하나미산업,"부산광역시 사상구 낙동대로1348번길 69 (삼락동, 하나미산업)",부산광역시 사상구 삼락동 389-6번지,금속 가구 제조업 외 1 종,051-305-5588,
10959,하나시스텍(주),부산광역시 기장군 정관읍 가동옛길 47-8,부산광역시 기장군 정관읍 용수리 338-1,주형 및 금형 제조업,051-582-3600,
10960,하나이엔씨(주),부산광역시 강서구 대저동서로229번길 17 (대저2동),부산광역시 강서구 대저2동 1258-3번지,액체 여과기 제조업,,
10961,하나정밀,부산광역시 강서구 낙동남로533번길 14 (녹산동),부산광역시 강서구 녹산동 571번지,금속 단조제품 제조업,051-305-2330,
10962,하나테크,부산광역시 강서구 낙동남로456번길 25-10 (녹산동),부산광역시 강서구 녹산동 736-6번지,금속탱크 및 저장용기 제조업 외 1 종,051-861-8881,
10963,하나테크,"부산광역시 사상구 대동로 303, 517호 (감전동, 부산디지털밸리아파트형공장)",부산광역시 사상구 감전동 132-7번지 부산디지털밸리아파트형공장 517호,고무패킹류 제조업 외 3 종,051-329-7402,
10964,하남공업(주),부산광역시 기장군 정관면 산단5로 100-295 (하남공업(주)) (총 2 필지) 외 1필지,부산광역시 기장군 정관면 달산리 44-43번지 외 1필지,그 외 자동차용 신품 부품 제조업 외 3 종,051-728-5400,
10965,하늘연시스템,"부산광역시 사상구 모라로 22, 7층 716호(부산벤처타워) (모라동)",부산광역시 사상구 모라동 1375번지 7층 716호(부산벤처타워),배전반 및 전기 자동제어반 제조업,,
10966,하늬통상,부산광역시 강서구 녹산산단361로 12 (송정동),부산광역시 강서구 송정동 1635-8번지,경 인쇄업,,
10967,하니마을주식회사,부산광역시 기장군 정관읍 용수공단1길 36,부산광역시 기장군 정관읍 용수리 1031-5번지,한의약품 제조업,051-727-7540,
10968,하닉스,부산광역시 기장군 정관읍 산단3로 92-74,부산광역시 기장군 정관읍 달산리 1074-6,그 외 기타 특수목적용 기계 제조업,055-313-6937,
10969,하드스포츠,"부산광역시 사하구 낙동남로 1422 (하단동, 청경빌딩)",부산광역시 사하구 하단동 589-16번지,기타 운동 및 경기용구 제조업,051-502-7007,
10970,하림산업,부산광역시 강서구 낙동남로622번길 51-1 (녹산동),부산광역시 강서구 녹산동 171번지,철도차량 부품 및 관련 장치물 제조업,051-302-1310,
10971,하모열기술 주식회사,부산광역시 강서구 낙동남로622번길 62 (녹산동),부산광역시 강서구 녹산동 172-2 번지,"증류기, 열교환기 및 가스발생기 제조업",051-516-8591,
10972,하백디자인연구소,"부산광역시 사상구 사상로 178-1, 4층 (괘법동)",부산광역시 사상구 괘법동 547-10번지 4층,기타 신발 제조업,051-316-2782,
10973,하성정밀,부산광역시 강서구 경전철로188번길 145-19 (대저1동),부산광역시 강서구 대저1동 3049-3번지,그 외 기타 금속가공업,051-302-1627,
10974,하스테크(주),부산광역시 강서구 미음국제5로 23 (미음동),부산광역시 강서구 미음동 204-5번지,항공기용 부품 제조업,051-899-5100,
10975,하얀코끼리LED,부산광역시 강서구 울만로25번길 179 (대저2동),부산광역시 강서구 대저2동 301-12번지,전시 및 광고용 조명장치 제조업,,
10976,하엘침장,부산광역시 해운대구 해운대로61번가길 76 (재송동),부산광역시 해운대구 재송동 1028-12번지,침구 및 관련제품 제조업,,
10977,하엘침장,부산광역시 해운대구 해운대로61번가길 76 (재송동),부산광역시 해운대구 재송동 1028-12번지,침구 및 관련제품 제조업,,
10978,하이눈정보통신,"부산광역시 연제구 거제대로252번길 32, 2층 (거제동)",부산광역시 연제구 거제동 23-10번지,비디오 및 기타 영상기기 제조업 외 3 종,051-866-0377,
10979,하이드로코리아(주),부산광역시 사하구 감천항로405번길 11 (구평동),부산광역시 사하구 구평동 495번지,유압기기 제조업,051-262-3510,
10980,하이록코리아(주),부산광역시 사하구 다대로 176 (신평동) 외 4필지,부산광역시 사하구 신평동 567번지 외 4필지,"탭, 밸브 및 유사장치 제조업",051-970-0828,
10981,하이록코리아(주),"부산광역시 강서구 녹산산단27로 97, (송정동1467-1) (송정동) 외 3필지",부산광역시 강서구 송정동 1467-1번지 (송정동1467-1) 외 3필지,"탭, 밸브 및 유사장치 제조업",051-970-0837,
10982,하이록코리아(주),부산광역시 강서구 녹산산단27로 92 (송정동) 외 1필지,부산광역시 강서구 송정동 1469-1 번지 외 1필지,절삭가공 및 유사처리업,051-970-0837,
10983,하이록코리아(주),부산광역시 강서구 녹산산업중로61번길 33 (송정동),부산광역시 강서구 송정동 1471-3번지,도장 및 기타 피막처리업,051-970-0800,
10984,하이맥스,부산광역시 해운대구 삼어로 169 (반여동),부산광역시 해운대구 반여동 699-4번지,주철관 제조업,051-905-5566,
10985,하이머신,부산광역시 영도구 남항서로92번길 26 (남항동2가),부산광역시 영도구 남항동2가 119번지,선박 구성 부분품 제조업,051-418-1213,
10986,하이셀(주),부산광역시 강서구 녹산산단290로 43 (송정동),부산광역시 강서구 송정동 1731-8번지,폴리스티렌 발포 성형제품 제조업 외 1 종,051-743-1776,
10987,하이셀(주),부산광역시 강서구 녹산산단290로 27(송정동),부산광역시 강서구 송정동 1724-15,기타 플라스틱 발포 성형제품 제조업,051-711-7920,
10988,하이쇼파,부산광역시 기장군 정관면 정관로 266 (하이소파),부산광역시 기장군 정관면 모전리 27-1번지,표면 가공 목재 및 특정 목적용 제재목 제조업,,
10989,하이쎈(주),부산광역시 사상구 새벽로 210 (괘법동),부산광역시 사상구 괘법동 557-3번지,배전반 및 전기 자동제어반 제조업 외 1 종,051-328-3118,
10990,하이씨텍 주식회사,부산광역시 영도구 해양로 121 (청학동),부산광역시 영도구 청학동 1-93번지,내연기관 제조업,051-417-5588,
10991,하이에어코리아(주),부산광역시 강서구 미음산단로105번길 17 (구랑동),부산광역시 강서구 구랑동 1193-1번지,선박 구성 부분품 제조업 외 3 종,055-340-5030,
10992,하이원텍주식회사,"부산광역시 영도구 해양로 121 (청학동, 유진선박의장)",부산광역시 영도구 청학동 1-93 번지,선박 구성 부분품 제조업,051-415-0073,
10993,하이즈항공(주),부산광역시 강서구 미음동 0-0번지 국제산업물류도시(1단계) i26B 8L,부산광역시 강서구 미음동 0-0번지 국제산업물류도시(1단계) i26B 8L,항공기용 부품 제조업,055-850-8800,
10994,하이즈항공(주),부산광역시 강서구 가리새2로 44 (범방동),부산광역시 강서구 범방동 1921-8번지,항공기용 부품 제조업,055-850-8800,
10995,하이코,부산광역시 사하구 장평로195번길 76 (장림동),부산광역시 사하구 장림동 1033-49번지,"탭, 밸브 및 유사장치 제조업",051-265-0645,
10996,하이콤 주식회사,"부산광역시 연제구 연안로13번길 57, 3층 (연산동)",부산광역시 연제구 연산동 397-6번지 3층,유선 통신장비 제조업 외 16 종,051-638-3500,
10997,하이테코 주식회사,부산광역시 강서구 강동중곡3길 135 (강동동),부산광역시 강서구 강동동 3709-22번지,낚시 및 수렵용구 제조업,051-314-1072,
10998,하이테크씰,부산광역시 사하구 다산로105번길 20 (다대동),부산광역시 사하구 다대동 1513-6번지,기타 기관 및 터빈 제조업,051-262-2955,
10999,하이텍로직,"부산광역시 강서구 과학산단1로60번길 32, 스마트전자부품 기술지원센터 406호 (지사동)",부산광역시 강서구 지사동 1277번지 스마트전자부품 기술지원센터 406호,전자감지장치 제조업,051-329-5436,
11000,하이투젠,"부산광역시 해운대구 재반로112번길 9, 지하1층 (재송동, 법률사무소)",부산광역시 해운대구 재송동 1130-12번지 법률사무소 지하1층,그 외 기타 봉제의복 제조업,,
11001,하이펙(주),부산광역시 사상구 낙동대로1310번길 41(삼락동),부산광역시 사상구 삼락동 397-17,그 외 기타 일반목적용 기계 제조업 외 24 종,051-323-5336,
11002,하이플라이밸브(주),부산광역시 사하구 을숙도대로677번길 11 (신평동),부산광역시 사하구 신평동 568-4번지,"탭, 밸브 및 유사장치 제조업",051-831-8482,
11003,하현테크,부산광역시 사하구 구평로 29-1 (구평동),부산광역시 사하구 구평동 38-112번지,선박 구성 부분품 제조업,,
11004,학교법인 건국학원,부산광역시 사하구 다산로53번길 55 (다대동),부산광역시 사하구 다대동 1515-2번지,그 외 기타 금속가공업,051-292-0063,
11005,한 성 금 속 공 업 사,부산광역시 사상구 낙동대로881번길 38(감전동),부산광역시 사상구 감전동 504-11,그 외 기타 금속가공업,051-314-0536,
11006,한강스틸(주),부산광역시 강서구 미음국제6로 11(미음동),부산광역시강서구 미음동 1643-2,그 외 기타 1차 철강 제조업,051-323-9693,
11007,한강전업사,"부산광역시 사상구 낙동대로902번길 38 (감전동, 한강전기)",부산광역시 사상구 감전동 958-16번지,배전반 및 전기 자동제어반 제조업,051-311-6418,
11008,한결산업(주),부산광역시 사하구 감천로 3 (감천동),부산광역시 사하구 감천동 823번지,기타 신발 제조업 외 1 종,051-291-1315,
11009,한광선박공업사,"부산광역시 영도구 남항서로82번길 26, (건축물일부) (남항동3가)",부산광역시 영도구 남항동3가 32-3번지,선박 구성 부분품 제조업,051-418-2546,
11010,한국CASTER산업,부산광역시 사상구 학감대로 184-19 (학장동),부산광역시 사상구 학장동 275-49번지,그 외 기타 달리 분류되지 않은 운송장비 제조업,051-323-8873,
11011,한국CRANE,부산광역시 강서구 녹산산업중로 112 (송정동),부산광역시 강서구 송정동 1500-6번지,기타 물품 취급장비 제조업,051-831-5535,
11012,한국CRANE,부산광역시 강서구 미음산단로34번길 11 (구랑동),부산광역시 강서구 구랑동 550번지,기타 물품 취급장비 제조업,051-831-5535,
11013,한국ENG,부산광역시 남구 전포대로78번길 6-4 (문현동),부산광역시 남구 문현동 513-48번지,기체 여과기 제조업,051-631-9183,
11014,한국가스공사부산경남지역본부  ,부산광역시 기장군 정관읍 산단1로 35,부산광역시 기장군 정관읍 달산리 1041-2번지,연료용 가스 제조 및 배관공급업,055-330-7738,
11015,한국강재,부산광역시 강서구 지사동 1208-3번지,부산광역시 강서구 지사동 1208-3번지,기타 제철 및 제강업 외 1 종,051-941-3678,
11016,한국금기,부산광역시 강서구 화전산단5로98번길 22 (화전동),부산광역시 강서구 화전동 581-5 번지,주형 및 금형 제조업,051-327-8600,
11017,한국금속,"부산광역시 사상구 학장로 237-11 (학장동, 한국금속)",부산광역시 사상구 학장동 278-21번지,도장 및 기타 피막처리업,051-325-9001,
11018,한국금속레이저,"부산광역시 사상구 새벽로 22 (학장동, 한국금속레이저)",부산광역시 사상구 학장동 235-9번지,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,051-327-8111,
11019,한국기계기술,부산광역시 강서구 녹산산단165로 36-6(송정동),부산광역시 강서구 송정동 1529-13,반도체 제조용 기계 제조업,,
11020,한국기업,부산광역시 강서구 맥도강변길171번길 69 (대저2동),부산광역시 강서구 대저2동 6022-1 번지,철도차량 부품 및 관련 장치물 제조업,051-314-3611,
11021,한국나노 주식회사,부산광역시 강서구 대부길 231 (강동동),부산광역시 강서구 강동동 4050-45번지,그 외 기타 전기장비 제조업,051-972-5999,
11022,한국냉열공사,부산광역시 서구 구덕로250번길 14-1(부용동1가),부산광역시 서구 부용동1가 38-13,공기 조화장치 제조업 외 1 종,051-241-4575,
11023,한국냉열공사,부산광역시 강서구 대저로3번길 176-1 (대저1동),부산광역시 강서구 대저1동 1237번지,산업용 냉장 및 냉동 장비 제조업 외 3 종,051-241-4575,
11024,한국대동지공업(주),부산광역시 강서구 과학산단로333번길 32 (지사동),부산광역시 강서구 지사동 1214-3번지,기체 여과기 제조업,051-831-7122,
11025,한국대동지공업(주),부산광역시 강서구 과학산단로 477 (지사동),부산광역시 강서구 지사동 1174-4,기체 여과기 제조업,051-831-7122,
11026,한국디자인포장센터,부산광역시 강서구 대저중앙로347번길 27 (대저1동) (총 2 필지) 외 1필지,부산광역시 강서구 대저1동 333-12번지 외 1필지,골판지 제조업 외 1 종,051-973-1511,
11027,한국레이저,부산광역시 사상구 가야대로 65 (감전동),부산광역시 사상구 감전동 163-4번지,구조용 금속 판제품 및 공작물 제조업 외 1 종,051-317-7348,
11028,한국매틱스(주),부산광역시 강서구 미음산단로199번길 5 (미음동),부산광역시 강서구 미음동 1576-5번지,그 외 기타 특수목적용 기계 제조업 외 1 종,051-831-8000,
11029,한국메탈기계(주),부산광역시 영도구 남항남로9번길 11 (남항동3가) 외 1필지,부산광역시 영도구 남항동3가 21-5번지 외 1필지,구름베어링 제조업,051-417-7008,
11030,한국멧슈공업(주),"부산광역시 사상구 새벽로 94 (학장동, 세운정밀)",부산광역시 사상구 학장동 225-6번지,금속 표시판 제조업,051-314-1374,
11031,한국미세먼지연구소 주식회사,"부산광역시 사하구 낙동대로550번길 37, 산학관 424호(하단동, 동아대학교)",부산광역시 사하구 하단동 840 동아대학교 산학관 424호,기체 여과기 제조업 외 3 종,051-714-0723,
11032,한국바란싱,부산광역시 사상구 가야대로 64 (학장동),부산광역시 사상구 학장동 715-19번지,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",051-311-0325,
11033,한국베로(주),"부산광역시 해운대구 센텀중앙로 48, 17층 1711 (우동)",부산광역시 해운대구 우동 1470번지 17층 1711,그 외 기타 전자부품 제조업 외 1 종,051-621-5981,
11034,한국비철금속(주),부산광역시 강서구 생곡산단2로11번길 30 (생곡동),부산광역시 강서구 생곡동 1513-13번지,컨베이어장치 제조업 외 1 종,051-939-0011,
11035,한국산업,부산광역시 강서구 녹산산업중로 67 (송정동),부산광역시 강서구 송정동 1469-11번지,"탭, 밸브 및 유사장치 제조업 외 2 종",051-972-4800,
11036,한국산업,부산광역시 강서구 미음동 I37 2,부산광역시 강서구 미음동 I37 2,"탭, 밸브 및 유사장치 제조업",051-971-5665,
11037,한국산업가스(주),부산광역시 사하구 을숙도대로677번길 13 (신평동),부산광역시 사하구 신평동 568-5번지,산업용 가스 제조업,051-201-1611,
11038,한국산전(주),부산광역시 금정구 개좌로 198-1 (회동동),부산광역시 금정구 회동동 152-16,배전반 및 전기 자동제어반 제조업 외 5 종,051-523-9411,
11039,한국산전(주)지점   ,부산광역시 해운대구 반송로525번길 53 (석대동),부산광역시 해운대구 석대동 630번지,배전반 및 전기 자동제어반 제조업 외 5 종,051-523-3258,
11040,한국선등공업사,부산광역시 영도구 대교로 34-6 (봉래동2가),부산광역시 영도구 봉래동2가 98-6번지,선박 구성 부분품 제조업,051-414-9255,
11041,한국선박공업사,부산광역시 영도구 해양로87번길 14 (청학동),부산광역시 영도구 청학동 217-165번지,선박 구성 부분품 제조업,051-412-5341,
11042,한국선재(주),부산광역시 사하구 하신번영로 27 (신평동),부산광역시 사하구 신평제2동 370-34번지,철강선 제조업,051-202-1991,
11043,한국선재(주),부산광역시 강서구 녹산산업북로 460 (송정동) (총 2 필지) 외 1필지,부산광역시 강서구 송정동 1684-3번지 외 1필지,철강선 제조업,051-202-1991,
11044,한국선재(주),부산광역시 강서구 미음산단1로15번길 37 (구랑동),부산광역시 강서구 구랑동 1227-6번지,철강선 제조업,051-200-4421,
11045,한국선재(주)학장공장,"부산광역시 사상구 새벽로45번길 35 (학장동, 한국선재(주))",부산광역시 사상구 학장동 724-5번지,열간 압연 및 압출 제품 제조업,051-322-0416,
11046,한국성형테크,"부산광역시 사상구 사상로333번길 51 (덕포동, 한국성형)",부산광역시 사상구 덕포동 395-13번지,포장용 플라스틱 성형용기 제조업,051-302-3324,
11047,한국솔빗,"부산광역시 해운대구 삼어로 180, 2층,3층 (반여동, 대동전자)","부산광역시 해운대구 반여동 720-1번지 대동전자 2층,3층",기타 직물제품 제조업,051-728-0521,
11048,한국솔빗,"부산광역시 기장군 정관읍 용수공단2길 64-4, 2층",부산광역시 기장군 정관읍 용수리 1047-3 2층,기타 직물제품 제조업 외 1 종,051-728-0521,
11049,한국수원,부산광역시 사상구 학장로169번길 17 (학장동),부산광역시 사상구 학장동 263-9,"탭, 밸브 및 유사장치 제조업 외 1 종",,
11050,한국수축포장공사,부산광역시 사하구 장평로 120 (장림동),부산광역시 사하구 장림동 351번지,"용기 세척, 포장 및 충전기 제조업",051-261-3943,
11051,한국쉘석유주식회사,"부산광역시 남구 신선로 250 (용당동, 한국쉘석유)",부산광역시 남구 용당동  206-27번지,윤활유 및 그리스 제조업,051-624-7111,
11052,한국씨앤에스(주),부산광역시 사하구 을숙도대로569번길 40 (신평동) 외 1필지,부산광역시 사하구 신평동 515번지 외 1필지,한복 제조업,051-207-0654,
11053,한국씨앤에스(주),부산광역시 사하구 신산로29번길 34 (신평동),부산광역시 사하구 신평동 651-3번지,"직물, 편조원단 및 의복류 염색 가공업",051-363-3730,
11054,한국알곤&레이저,부산광역시 사상구 강변대로456번길 25 (엄궁동),부산광역시 사상구 엄궁동 651-23번지,그 외 기타 금속가공업,051-312-8233,
11055,한국에머슨프로세스매니지먼트마린솔루션즈(주),부산광역시 사하구 장평로 223 (신평동),부산광역시 사하구 신평동 530번지,배전반 및 전기 자동제어반 제조업,051-602-5555,
11056,한국에스피,"부산광역시 사상구 학감대로178번길 17, 2층 (학장동)",부산광역시 사상구 학장동 275-35번지 2층,신발 부분품 제조업,051-902-0928,
11057,한국연마,부산광역시 강서구 화전산단5로98번길 31 (화전동),부산광역시 강서구 화전동 580-8번지,주형 및 금형 제조업,051-264-0108,
11058,한국열처리,"부산광역시 사상구 사상로456번길 24 (모라동, 동서정밀)",부산광역시 사상구 모라동 704-2번지 동서정밀,금속 열처리업,051-301-4281,
11059,한국우시오(주),부산광역시 기장군 장안읍 장안산단7로 128,부산광역시 기장군 장안읍 반룡리 837-3,승강기 제조업,055-945-4619,
11060,한국웰드몰드(주),"부산광역시 사상구 낙동대로 1328 (삼락동, (주)한국웰드몰드)",부산광역시 사상구 삼락동 395-5번지,그 외 기타 금속가공업 외 9 종,051-301-2991,
11061,한국웰드텍(주),부산광역시 기장군 장안읍 명례산단1로 31,부산광역시 기장군 장안읍 명례리 932-5번지,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,051-727-5588,
11062,한국유공압시스템,"부산광역시 남구 신선로 428, 334호 (용당동, 동명대학교)",부산광역시 남구 용당동 507-1번지 동명대학교 334호,유압기기 제조업,,
11063,한국유니온살베지(주),부산광역시 영도구 해양로23번길 24 (청학동),부산광역시 영도구 청학동 330-108번지,선박 구성 부분품 제조업,051-417-4361,
11064,한국유수압,부산광역시 강서구 녹산산단289로 37 (송정동),부산광역시 강서구 송정동 1591-2번지,선박 구성 부분품 제조업 외 23 종,051-832-1100,
11065,한국유수압,부산광역시 강서구 미음동 0 번지 i22- 4,부산광역시 강서구 미음동 0 번지 i22- 4,선박 구성 부분품 제조업 외 13 종,051-832-1100,
11066,한국유켄공업(주)부산공장,부산광역시 강서구 생곡산단1로24번길 52 (생곡동),부산광역시 강서구 생곡동 178번지,유압기기 제조업,,
11067,한국유텍(주),부산광역시 강서구 낙동북로138번길 120-7 (강동동),부산광역시 강서구 강동동 35-79번지,기타 일반 기계 및 장비 수리업,055-366-5740,
11068,한국이미지시스템(주),부산광역시 강서구 낙동남로533번길 95 (녹산동),부산광역시 강서구 녹산동 575-3번지,방송장비 제조업 외 20 종,051-305-7631,
11069,한국이미지시스템(주),부산광역시 사상구 낙동대로1412번길 16 (삼락동),부산광역시 사상구 삼락동 353-5번지,교통 신호장치 제조업 외 28 종,051-305-7631,
11070,한국인서트,부산광역시 강서구 평강로434번가길 16 (대저1동),부산광역시 강서구 대저1동 1043-23번지,그 외 금속 압형제품 제조업 외 1 종,051-303-0187,
11071,한국일동화학,부산광역시 사하구 장평로 81 (장림동),부산광역시 사하구 장림동 584번지,표면광택제 및 실내가향제 제조업,051-261-4412,
11072,한국장애인공존협회 공존직업재활센터,부산광역시 기장군 정관읍 예림1로 82,부산광역시 기장군 정관읍 예림리 603,기타 직물제품 제조업,051-711-8815,
11073,한국적재함,부산광역시 강서구 호계로79번길 33 (죽동동),부산광역시 강서구 죽동동 195번지,차체 및 특장차 제조업 외 1 종,051-973-3798,
11074,한국전자저울,"부산광역시 강서구 과학산단1로 31, 자동차부품공장동 1층 1,2 호 (지사동, 자동차부품공장(아파트형공장))","부산광역시 강서구 지사동 1214-6번지 자동차부품공장(아파트형공장) 자동차부품공장동 1층 1,2 호",일반저울 제조업,051-974-0153,
11075,한국정공,"부산광역시 사상구 사상로374번길 27 (덕포동, 한국정공)",부산광역시 사상구 덕포동 365-6번지 한국정공,"탭, 밸브 및 유사장치 제조업",051-303-4811,
11076,한국정밀목형,부산광역시 강서구 상덕로119번가길 17 (강동동),부산광역시 강서구 강동동 2261번지,주형 및 금형 제조업,051-311-7044,
11077,한국종합환경산업(주),부산광역시 동래구 온천천로319번길 12 (수안동) 지하1층,부산광역시 동래구 수안동 40-2 지하1층,"물질 검사, 측정 및 분석기구 제조업",051-555-6511,
11078,한국주철관공업(주),부산광역시 사하구 을숙도대로 525 (신평동),부산광역시 사하구 신평동 370-19번지,주철관 제조업 외 2 종,051-291-5481,
11079,한국철강,부산광역시 강서구 미음산단로295번길 14 (미음동),부산광역시 강서구 미음동 1570-13번지,그 외 기타 1차 철강 제조업,051-941-2314,
11080,한국철강,부산광역시 강서구 과학산단2로19번길 50 (지사동),부산광역시 강서구 지사동 1178-6,그 외 기타 1차 철강 제조업,051-941-2314,
11081,한국초경,부산광역시 강서구 화전산단5로98번길 31 (화전동),부산광역시 강서구 화전동 580-8번지,주형 및 금형 제조업 외 3 종,051-264-0001,
11082,한국치공구공업(주),부산광역시 강서구 녹산산단261로59번길 14 (송정동),부산광역시 강서구 송정동 1563-9번지,그 외 기타 분류 안된 금속 가공 제품 제조업 외 3 종,051-831-1721,
11083,한국치공구공업(주),부산광역시 강서구 녹산산단407로 81 (송정동) 외 1필지,부산광역시 강서구 송정동 1644-3번지 외 1필지,육상 금속 골조 구조재 제조업 외 5 종,051-831-1721,
11084,한국카처 주식회사,부산광역시 강서구 미음국제7로가길 8(미음동),부산광역시 강서구 미음동 1677-12,그 외 기타 특수목적용 기계 제조업,051-832-6588,
11085,한국컴포짓 주식회사,부산광역시 영도구 해양로57번길 17 (청학동) 한국컴포짓주식회사 공장,부산광역시 영도구 청학동 217-124 한국컴포짓주식회사 공장,오락 및 스포츠용 보트 건조업,051-704-4778,
11086,한국콩스버그마리타임(주),부산광역시 기장군 정관읍 산단3로 9-7 외 1필지,부산광역시 기장군 정관읍 달산리 1058-7번지 외 1필지,선박 구성 부분품 제조업,051-749-8600,
11087,한국크레인,부산광역시 강서구 녹산산단27로 27 (송정동),부산광역시 강서구 송정동 1480-9,기타 물품 취급장비 제조업,051-831-5535,
11088,한국타프로기(주),부산광역시 강서구 미음국제4로 69 (미음동),부산광역시 강서구 미음동 1669-4,액체 여과기 제조업 외 2 종,051-831-9069,
11089,한국테크,부산광역시 사상구 장인로77번길 132 (학장동),부산광역시 사상구 학장동 720-8번지,절삭가공 및 유사처리업,051-971-0815,
11090,한국통산(주),부산광역시 사하구 신산로 110 (신평동),부산광역시 사하구 신평동 491번지,"동 압연, 압출 및 연신제품 제조업",051-293-4423,
11091,한국통산(주) 미음공장,부산광역시 강서구 미음산단로 130 (구랑동),부산광역시 강서구 구랑동 1176-1번지,"동 압연, 압출 및 연신제품 제조업",051-293-1900,
11092,한국특수강(주),부산광역시 사하구 다산로175번길 12 (다대동),부산광역시 사하구 다대동 1504-7번지,"산업용 섬유 세척, 염색, 정리 및 가공 기계 제조업 외 1 종",051-327-0120,
11093,한국특수포장공업사,부산광역시 강서구 강동동 35-70번지,부산광역시 강서구 강동동 35-70번지,직물포대 제조업,051-973-1492,
11094,한국특수형강(주),"부산광역시 사상구 장인로77번길 52 (학장동, (주)한국특수형강)",부산광역시 사상구 학장동 727-3번지,열간 압연 및 압출 제품 제조업,051-323-2611,
