구분,회사명,전화번호,공장대표주소,업종명,직원수,관리기관명,관리기관전화번호,생산품
개별입지,삼일전자,054-453-8446,경상북도 구미시 형곡로 64 (형곡동),그외기타전자부품제조업,31,경상북도 구미시청,054-480-5302,
개별입지,삼정섬유,054-471-8467,경상북도 구미시 산동읍 봉산리 436-2번지,합성섬유 제조업,10,경상북도 구미시청,054-480-5302,
개별입지,삼지삼공(주)구미공장,054-481-0533,경상북도 구미시 고아읍 오로6길 1,그외기타전자부품제조업,38,경상북도 구미시청,054-480-5302,
개별입지,삼지섬유,,경상북도 구미시 산동읍 동곡3길 33,전자축전기 제조업,46,경상북도 구미시청,054-480-5302,
개별입지,삼진정공,054-482-1862,경상북도 구미시 고아읍 원대로20길 3,금속 스프링 제조업,10,경상북도 구미시청,054-480-5302,
개별입지,삼호테크놀로지,,경상북도 구미시 선산읍 동교5길 28-8 (우진산업제조업),그 외 기타 금속가공업,1,경상북도 구미시청,054-480-5302,
개별입지,삼흥전자산업,054-482-0405,경상북도 구미시 고아읍 포아로 916 외 1필지,그외기타전자부품제조업,10,경상북도 구미시청,054-480-5302,
개별입지,상언전자,054-481-6646,경상북도 구미시 선산읍 잿골길 13,"방송수신기및기타영상,음향기기제조업",40,경상북도 구미시청,054-480-5302,
개별입지,상우테크널러지,054-473-6977,경상북도 구미시 검성로 88-5 (황상동),주형 및 금형 제조업,6,경상북도 구미시청,054-480-5302,
개별입지,새한아그로,,경상북도 구미시 장천면 하장2길 96-17,복합비료 및 기타 화학비료 제조업,9,경상북도 구미시청,054-480-5302,
개별입지,서우산업(주),,경상북도 구미시 선산읍 북산6길 26,그 외 자동차용 신품 부품 제조업 외 3 종,85,경상북도 구미시청,054-480-5302,
개별입지,서울통상,054-473-5674,경상북도 구미시 장천면 상장6길 21-2,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",4,경상북도 구미시청,054-480-5302,
개별입지,서진산업,,경상북도 구미시 선산읍 내고3길 85-30 (서진산업) 외 1필지,비금속류 해체 및 선별업 외 1 종,7,경상북도 구미시청,054-480-5302,
개별입지,서진하이테크,054-461-9189,경상북도 구미시 신비로 123-17 (비산동),일차전지 제조업 외 1 종,15,경상북도 구미시청,054-480-5302,
개별입지,선산농업협동조합,054-481-2281,경상북도 구미시 선산읍 조남로 159,곡물 도정업,11,경상북도 구미시청,054-480-5302,
개별입지,선우산업,054-482-8851,경상북도 구미시 옥성면 선상서로 514,컴퓨터입·출력장치및기타주변기기제조업,10,경상북도 구미시청,054-480-5302,
개별입지,선재정밀,054-474-9985,경상북도 구미시 해평면 오상4길 8,방송및무선통신기기제조업 외 1 종,25,경상북도 구미시청,054-480-5302,
개별입지,선주테크닉스,054-454-9927,경상북도 구미시 고아읍 송림2길 35 (선주전자공장),"탭, 밸브 및 유사장치 제조업",5,경상북도 구미시청,054-480-5302,
개별입지,선진E&D,054-455-1843,경상북도 구미시 비산로 61 (비산동),기타 가공 공작기계 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,선진에프에스,054-482-7755,경상북도 구미시 봉곡북로5길 3 (봉곡동),기타 목재가구 제조업,3,경상북도 구미시청,054-480-5302,
개별입지,성미전자,054-481-7139,경상북도 구미시 고아읍 오로리 342-1번지,그외기타전자부품제조업,16,경상북도 구미시청,054-480-5302,
개별입지,성수기계공업,,경상북도 구미시 장천면 상장리 10-1번지 외 1필지 외 1필지,그 외 기타 1차 철강 제조업,6,경상북도 구미시청,054-480-5302,
개별입지,성안 DY전자,054-464-0029,경상북도 구미시 산동면 임천인덕로 287-21,그외기타전자부품제조업,35,경상북도 구미시청,054-480-5302,
개별입지,성우그린산업,054-474-1567,경상북도 구미시 장천면 장군로 216-43 (한국산업),혼성 및 재생 플라스틱 소재 물질 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,성우엔지니어링,054-457-5022,경상북도 구미시 인동60길 6-17 (구평동),금속 절삭기계 제조업 외 1 종,10,경상북도 구미시청,054-480-5302,
개별입지,성우엔지니어링,054-462-9885,경상북도 구미시 신비로 157 (비산동),주형 및 금형 제조업,10,경상북도 구미시청,054-480-5302,
개별입지,성운MATERIALS,070-8256-9334,"경상북도 구미시 구미대로 350-27, 경북산학융합본부 406호 (신평동)",일반용 전기 조명장치 제조업,6,경상북도 구미시청,054-480-5302,
개별입지,성윤금형사,054-463-9310,경상북도 구미시 비산로7길 14-5 (비산동),주형 및 금형 제조업,10,경상북도 구미시청,054-480-5302,
개별입지,성일전자,054-473-1155,경상북도 구미시 여헌로10길 16 (인의동),방송및무선통신기기제조업,68,경상북도 구미시청,054-480-5302,
개별입지,성일전자(주),054-473-1155,"경상북도 구미시 수출대로33길 39 (인의동, 인동상가)",방송및무선통신기기제조업,65,경상북도 구미시청,054-480-5302,
개별입지,성진산업,054-454-1981,"경상북도 구미시 비산로 115-12 (비산동, 대한정밀)","방송수신기및기타영상,음향기기제조업",10,경상북도 구미시청,054-480-5302,
개별입지,성진정밀,054-461-7070,경상북도 구미시 신비로 163 (비산동),기타 가공 공작기계 제조업,6,경상북도 구미시청,054-480-5302,
개별입지,성창시스템,054-600-3773,"경상북도 구미시 산동읍 인덕1길 131, 경운대학교 창업보육센터 413호",기타 전기 변환장치 제조업 외 2 종,1,경상북도 구미시청,054-480-5302,
개별입지,성화수출포장,,경상북도 구미시 산동읍 옥계2공단로 636-5 (성화수출포장공장) (총 3 필지) 외 2필지,표면 가공 목재 및 특정 목적용 제재목 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,세기바이오,054-463-7900,경상북도 구미시 금오대로 347 (오태동),기타 직물제품 제조업,6,경상북도 구미시청,054-480-5302,
개별입지,세명산업,054-476-8495,경상북도 구미시 산동읍 강동로 1089-18,주형 및 금형 제조업,12,경상북도 구미시청,054-480-5302,
개별입지,세양글라스,054-443-6264,경상북도 구미시 고아읍 대평길 204-1,판유리 제조업,6,경상북도 구미시청,054-480-5302,
개별입지,세왕화학,054-463-7701,경상북도 구미시 임은길 68 (임은동),고무패킹류 제조업 외 1 종,50,경상북도 구미시청,054-480-5302,
개별입지,세원정밀,054-475-1501,경상북도 구미시 장천면 신장2길 38,운송장비 조립용 플라스틱제품 제조업 외 1 종,30,경상북도 구미시청,054-480-5302,
개별입지,세원정보통신,,경상북도 구미시 선산대로 87-2 (지산동),배전반 및 전기 자동제어반 제조업 외 2 종,5,경상북도 구미시청,054-480-5302,
개별입지,세정정밀,054-444-3498,경상북도 구미시 고아읍 문성12길 29-11 세정정밀,주형 및 금형 제조업,6,경상북도 구미시청,054-480-5302,
개별입지,세종ENG,054-461-1433,경상북도 구미시 비산로3길 31 (비산동),구조용 금속 판제품 및 공작물 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,세진ENG,054-461-0720,경상북도 구미시 신비로 153-13 (비산동),그 외 기타 금속가공업,6,경상북도 구미시청,054-480-5302,
개별입지,세진정밀,054-474-3206,경상북도 구미시 인동가산로 442-6 (구평동),주형 및 금형 제조업,2,경상북도 구미시청,054-480-5302,
개별입지,세창산업,054-482-2206,경상북도 구미시 고아읍 농공단지길 54-13,,20,경상북도 구미시청,054-480-5302,
개별입지,세화산업,,경상북도 구미시 옥성면 주아1길 18-8,기타 가공 공작기계 제조업,9,경상북도 구미시청,054-480-5302,
개별입지,세화전자,054-462-6142,"경상북도 구미시 상사동로24길 18 (사곡동, 라이프파크빌301동)",이동전화기 제조업,40,경상북도 구미시청,054-480-5302,
개별입지,소원섬유,,경상북도 구미시 장천면 상장리 560-5번지,화학섬유직물 직조업,3,경상북도 구미시청,054-480-5302,
개별입지,송림기계,054-454-1547,경상북도 구미시 고아읍 송평구길 14,발광 다이오드 제조업 외 1 종,15,경상북도 구미시청,054-480-5302,
개별입지,송학산업,054-471-8801,경상북도 구미시 장천면 여남1길 189 (송학산업공장) (총 6 필지) 외 5필지,설치용 및 위생용 플라스틱제품 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,수강메디카(주),054-482-4554,경상북도 구미시 고아읍 원대로13길 66,의료용품 및 기타 의약 관련제품 제조업,16,경상북도 구미시청,054-480-5302,
개별입지,수정전자,054-482-4484,경상북도 구미시 고아읍 파산2길 19-15,그외기타전자부품제조업,12,경상북도 구미시청,054-480-5302,
개별입지,수형연사,054-481-8257,경상북도 구미시 선산읍 대조오목길 560-9,연사 및 가공사 제조업,13,경상북도 구미시청,054-480-5302,
개별입지,수호산업,054-464-6927,경상북도 구미시 신비로 143 (비산동),자동차용 금속 압형제품 제조업 외 1 종,14,경상북도 구미시청,054-480-5302,
개별입지,순자식품농업회사법인(주),,"경상북도 구미시 산동읍 인덕1길 131, 경운대학교 창업보육센터 414호","치약, 비누 및 기타 세제 제조업",1,경상북도 구미시청,054-480-5302,
개별입지,스마트테크놀리지,,"경상북도 구미시 황상동-110번지 3주공아파트상가 201호,202호,203호,204호, 207호","전기회로 개폐, 보호장치 제조업 외 1 종",11,경상북도 구미시청,054-480-5302,
개별입지,스웨이드코리아,,경상북도 구미시 산동읍 동백로 237,표면광택제 및 실내가향제 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,승산전자산업,054-471-2816,경상북도 구미시 인동중앙로10길 15-3 (인의동),"방송수신기및기타영상,음향기기제조업",25,경상북도 구미시청,054-480-5302,
개별입지,승일테크,054-476-1775,경상북도 구미시 해평면 강동로 1302-53,그 외 기타 분류 안된 비금속 광물제품 제조업 외 3 종,4,경상북도 구미시청,054-480-5302,
개별입지,시대건재,054-471-5900,경상북도 구미시 장천면 상장5길 39,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",3,경상북도 구미시청,054-480-5302,
개별입지,신성정밀,054-454-1547,경상북도 구미시 고아읍 송평구길 10,발광 다이오드 제조업 외 1 종,8,경상북도 구미시청,054-480-5302,
개별입지,신아소재(주),054-473-2961,경상북도 구미시 장천면 하장2길 125-13 (총 6 필지) 외 5필지,열간 압연 및 압출 제품 제조업,7,경상북도 구미시청,054-480-5302,
개별입지,신아정밀,054-456-5657,경상북도 구미시 고아읍 이례로 53,주형 및 금형 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,신일전기,054-474-8646,경상북도 구미시 도개면 도안로 484,전동기 및 발전기 제조업,3,경상북도 구미시청,054-480-5302,
개별입지,신일전자,054-453-1605,경상북도 구미시 신시로7길 16 (형곡동),인쇄회로판제조업,12,경상북도 구미시청,054-480-5302,
개별입지,신진 에스엠,054-465-0473,경상북도 구미시 비산로3길 14-40 (비산동),그 외 기타 1차 철강 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,신진가스텍(주),054-463-8600,경상북도 구미시 장천면 상장리 556-3번지,산업용 가스 제조업,11,경상북도 구미시청,054-480-5302,
개별입지,신진하이텍,054-481-6701,경상북도 구미시 선산읍 독동리 618번지,기타 인쇄업 외 1 종,12,경상북도 구미시청,054-480-5302,
개별입지,신평정밀,054-463-6058,경상북도 구미시 신비로 146 (비산동),기타 가공 공작기계 제조업,7,경상북도 구미시청,054-480-5302,
개별입지,신풍산업(주),043-833-1013,경상북도 구미시 해평면 강동로 2162-21 (영산유니콤),골판지 및 골판지상자 제조업 외 2 종,6,경상북도 구미시청,054-480-5302,
개별입지,신호정공,,경상북도 구미시 비산동 347-3번지,주형 및 금형 제조업,3,경상북도 구미시청,054-480-5302,
개별입지,신화에어플러스,054-472-0608,경상북도 구미시 산동읍 임천리 217-10번지,그 외 금속 압형제품 제조업,7,경상북도 구미시청,054-480-5302,
개별입지,신화정보통신,,경상북도 구미시 도봉로1길 8-8 (봉곡동),방송장비 제조업 외 4 종,4,경상북도 구미시청,054-480-5302,
개별입지,신흥공업사,054-454-8283,경상북도 구미시 고아읍 봉한4길 19,운송장비 조립용 플라스틱제품 제조업 외 1 종,3,경상북도 구미시청,054-480-5302,
개별입지,신흥인쇄소,054-452-9381,경상북도 구미시 신시로 56 (형곡동),경 인쇄업 외 1 종,6,경상북도 구미시청,054-480-5302,
개별입지,쌍진산업,054-454-1676,경상북도 구미시 고아읍 봉한4안길 15-10,"방송수신기및기타영상,음향기기제조업",10,경상북도 구미시청,054-480-5302,
개별입지,쓰리에스씨(주),,"경상북도 구미시 산동읍 인덕1길 131, 경운대학교 창업보육센터 306호",그 외 기타 전자부품 제조업,2,경상북도 구미시청,054-480-5302,
개별입지,씨에스엘(주),054-473-8963,경상북도 구미시 산동읍 적림3길 120,운송장비 조립용 플라스틱제품 제조업 외 1 종,8,경상북도 구미시청,054-480-5302,
개별입지,아노텍,,경상북도 구미시 왕산로5길 14-16 (임은동),그 외 기타 금속가공업,5,경상북도 구미시청,054-480-5302,
개별입지,아마노코리아(주)구미공장,054-444-0013,경상북도 구미시 봉곡로21길 21 (봉곡동),기타 물품 취급장비 제조업 외 2 종,8,경상북도 구미시청,054-480-5302,
개별입지,아원엔지니어링,054-474-6405,경상북도 구미시 산동읍 봉산리 1052-3번지,"전자기 측정, 시험 및 분석기구 제조업",12,경상북도 구미시청,054-480-5302,
개별입지,아이파이브,054-465-2855,경상북도 구미시 구미대로 350-27 (신평동) 3D프린팅제조혁신센터 305호,그 외 기타 전자부품 제조업,0,경상북도 구미시청,054-480-5302,
개별입지,아주산업,054-472-1962,경상북도 구미시 산동읍 강동로 902-4,"방송수신기및기타영상,음향기기제조업",5,경상북도 구미시청,054-480-5302,
개별입지,아토즈(ATOZ)미디어,054-465-0123,"경상북도 구미시 대학로 61, 벤처창업관 104호 (양호동, 금오공과대학교)",기체 여과기 제조업 외 1 종,1,경상북도 구미시청,054-480-5302,
개별입지,양지기계,054-465-5255,경상북도 구미시 1공단로4길 152 (임은동),기타 가공 공작기계 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,양지정밀,054-452-7382,경상북도 구미시 고아읍 문성리 146-2번지,방송및무선통신기기제조업,18,경상북도 구미시청,054-480-5302,
개별입지,에드뷰,054-481-9501,경상북도 구미시 고아읍 이례리-472번지,컴퓨터입·출력장치및기타주변기기제조업,6,경상북도 구미시청,054-480-5302,
개별입지,에스씨에이젝스,,경상북도 구미시 고아읍 대평14길 58,배전반 및 전기 자동제어반 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,에이원이엔지,054-462-1296,경상북도 구미시 비산로3길 14-40 (비산동),그 외 기타 일반목적용 기계 제조업 외 1 종,7,경상북도 구미시청,054-480-5302,
개별입지,에코라이팅,054-453-3145,경상북도 구미시 야은로 37 (부곡동) 309호(구미대학교 벤처관),일반용 전기 조명장치 제조업,2,경상북도 구미시청,054-480-5302,
개별입지,에프아이티,070-7119-5225,경상북도 구미시 산동읍 임봉길 19-564,그 외 기타 분류 안된 섬유제품 제조업,1,경상북도 구미시청,054-480-5302,
개별입지,엔씨텍,070-7449-9336,경상북도 구미시 산동읍 인덕리 55번지 경운대학교 2호관 1104동 2호,기타 주변기기 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,엘루미엔텍,054-475-8241,"경상북도 구미시 대학로 61, 벤처창업관 214 (거의동, 금오공과대학교)",그 외 기타 전자부품 제조업 외 2 종,4,경상북도 구미시청,054-480-5302,
개별입지,엘케이 일렉트릭,054-451-9766,경상북도 구미시 형곡로39길 17 (형곡동),절연 코드세트 및 기타 도체 제조업 외 3 종,5,경상북도 구미시청,054-480-5302,
개별입지,엘케이(LK),,경상북도 구미시 상사동로 83 (임은동),이동전화기 제조업,13,경상북도 구미시청,054-480-5302,
개별입지,엠앤티코리아,054-471-8211,경상북도 구미시 장천면 강동로 493-5,"물질 검사, 측정 및 분석기구 제조업",8,경상북도 구미시청,054-480-5302,
개별입지,엠큐테크,054-478-6951,"경상북도 구미시 대학로 61, 이오스관 303호 (양호동)",일차전지 제조업 외 2 종,1,경상북도 구미시청,054-480-5302,
개별입지,영광공업(주),054-463-5747,경상북도 구미시 왕산로5길 7 (임은동),강화 및 재생 목재 제조업,8,경상북도 구미시청,054-480-5302,
개별입지,영남수지공업사,054-473-2872,경상북도 구미시 장천면 학신로 278-1,합성수지 및 기타 플라스틱 물질 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,영농조합법인 양포식품,054-471-3737,"경상북도 구미시 4공단로6길 29 (구포동, 구포동김치공장)",김치류 제조업 외 1 종,7,경상북도 구미시청,054-480-5302,
개별입지,영원전자(주),054-461-8652,경상북도 구미시 신비로 123-17 (비산동),그외기타전자부품제조업,23,경상북도 구미시청,054-480-5302,
개별입지,영진테크,054-473-8058,경상북도 구미시 산동읍 옥계2공단로 651-5,주형 및 금형 제조업,6,경상북도 구미시청,054-480-5302,
개별입지,영창엔지니어링,054-464-5114,경상북도 구미시 오태3길 74 (오태동),절삭가공 및 유사처리업,5,경상북도 구미시청,054-480-5302,
개별입지,영풍전자,054-481-3659,경상북도 구미시 선산읍 동교길 12,"방송수신기및기타영상,음향기기제조업",49,경상북도 구미시청,054-480-5302,
개별입지,예림사,054-456-0234,경상북도 구미시 고아읍 이례로 34 (총 2 필지) 외 1필지,메모리용 전자집적회로 제조업 외 1 종,20,경상북도 구미시청,054-480-5302,
개별입지,예스지엠,070-7695-5889,경상북도 구미시 1공단로4길 166 (임은동),구조용 금속 판제품 및 공작물 제조업 외 3 종,3,경상북도 구미시청,054-480-5302,
개별입지,예쓸,054-471-8706,경상북도 구미시 지주중류4길 5-4 (오태동),그 외 기타 전자부품 제조업,2,경상북도 구미시청,054-480-5302,
개별입지,오가정미소,054-482-9156,경상북도 구미시 무을면 오가리 516-1번지,곡물 도정업,3,경상북도 구미시청,054-480-5302,
개별입지,오상정미소,054-474-4129,경상북도 구미시 해평면 강동로 1581 (오상정미소) (총 2 필지) 외 1필지,곡물 도정업,4,경상북도 구미시청,054-480-5302,
개별입지,오성하이테크,054-461-0209,경상북도 구미시 임은길 55-16 (임은동),절연 코드세트 및 기타 도체 제조업,12,경상북도 구미시청,054-480-5302,
개별입지,옥성석재,054-481-0610,경상북도 구미시 옥성면 선상동로 957 (총 2 필지) 외 1필지,건설용 석제품 제조업 외 1 종,2,경상북도 구미시청,054-480-5302,
개별입지,와이비플라텍,054-0475-2530,경상북도 구미시 장천면 장군로 216-60 외 1필지,비금속류 해체 및 선별업 외 3 종,3,경상북도 구미시청,054-480-5302,
개별입지,와이케이랜드,,경상북도 구미시 장천면 여남리 880번지 외 1필지 외 1필지,비금속류 해체 및 선별업 외 1 종,3,경상북도 구미시청,054-480-5302,
개별입지,우성실업,054-471-3693,경상북도 구미시 장천면 강동로 99-93 (총 2 필지) 외 1필지,전자축전기 제조업,20,경상북도 구미시청,054-480-5302,
개별입지,우성전자,054-482-1598,경상북도 구미시 선산읍 동교3길 28-7,"방송수신기및기타영상,음향기기제조업",22,경상북도 구미시청,054-480-5302,
개별입지,우성정밀,054-464-0709,경상북도 구미시 오태동 0번지 37B 2L,방송및무선통신기기제조업,25,경상북도 구미시청,054-480-5302,
개별입지,우신정밀,054-482-2266,경상북도 구미시 고아읍 대망리 822-59번지,주형 및 금형 제조업,11,경상북도 구미시청,054-480-5302,
개별입지,우암정밀,,경상북도 구미시 비산로3길 41 (비산동) (총 2 필지) 외 1필지,주형 및 금형 제조업,45,경상북도 구미시청,054-480-5302,
개별입지,우진산업(주),054-458-4248,경상북도 구미시 고아읍 문성12길 29-13,그 외 기타 봉제의복 제조업,25,경상북도 구미시청,054-480-5302,
개별입지,원진산업,054-482-5118,경상북도 구미시 고아읍 파산리 262-2번지,그 외 기타 금속가공업,10,경상북도 구미시청,054-480-5302,
개별입지,원진정밀,054-463-4600,경상북도 구미시 비산로 79-10 (비산동),기타 가공 공작기계 제조업,6,경상북도 구미시청,054-480-5302,
개별입지,원창중전기 주식회사,054-471-2370,경상북도 구미시 해평면 괴곡3길 81,전동기 및 발전기 제조업 외 1 종,9,경상북도 구미시청,054-480-5302,
개별입지,위드코리아,054-604-0079,경상북도 구미시 고아읍 예강3길 12-12,경 인쇄업 외 4 종,7,경상북도 구미시청,054-480-5302,
개별입지,윈 엔지니어링,054-975-0460,경상북도 구미시 고아읍 대망리 759번지,그외기타전자부품제조업,2,경상북도 구미시청,054-480-5302,
개별입지,윈엔지니어링(주),054-472-1411,경상북도 구미시 장천면 신장6길 40,그 외 기타 특수목적용 기계 제조업 외 1 종,7,경상북도 구미시청,054-480-5302,
개별입지,윈즈(WINDS),054-473-3407,"경상북도 구미시 대학로 61 (양호동, 금오공과대학교) 벤처창업관 407호 외 1필지",그 외 기타 전기장비 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,윌시스템(주),054-451-9836,경상북도 구미시 비산로 115-18 (비산동),절연 코드세트 및 기타 도체 제조업 외 2 종,9,경상북도 구미시청,054-480-5302,
개별입지,유성기계,054-473-4245,경상북도 구미시 산동읍 신당리 557번지,주형 및 금형 제조업,10,경상북도 구미시청,054-480-5302,
개별입지,유성자원,,경상북도 구미시 장천면 학신로 172 (총 3 필지) 외 2필지,골판지 제조업 외 1 종,5,경상북도 구미시청,054-480-5302,
개별입지,유신산업,054-463-0535,경상북도 구미시 비산로3길 12 (비산동),"금속 문, 창, 셔터 및 관련제품 제조업",8,경상북도 구미시청,054-480-5302,
개별입지,유영기공,054-482-6364,경상북도 구미시 선산읍 김선로 600-24,엘리베이터및컨베이어장치제조업,3,경상북도 구미시청,054-480-5302,
개별입지,유인PLUS ENG,054-462-1990,경상북도 구미시 비산로1안길 23 (비산동),그 외 기타 일반목적용 기계 제조업 외 1 종,1,경상북도 구미시청,054-480-5302,
개별입지,유지씨 주식회사,054-462-7704,경상북도 구미시 금오대로 493 (임은동),운송장비 조립용 플라스틱제품 제조업 외 3 종,2,경상북도 구미시청,054-480-5302,
개별입지,유창포장(주),054-463-4267,경상북도 구미시 비산로5안길 10 (비산동),골판지 제조업 외 1 종,30,경상북도 구미시청,054-480-5302,
개별입지,이레정밀,054-461-8291,경상북도 구미시 신비로 135-6 (비산동),절삭가공 및 유사처리업,7,경상북도 구미시청,054-480-5302,
개별입지,이수전자부품,054-977-9544,"경상북도 구미시 산동읍 인덕1길 131, 경운대학교 창업보육센터 404호",인쇄회로기판용 적층판 제조업 외 2 종,1,경상북도 구미시청,054-480-5302,
개별입지,이오텍,,경상북도 구미시 야은로 37 (부곡동) 구미대학교 창업보육센터 벤처관 105호,그 외 기타 전자부품 제조업,2,경상북도 구미시청,054-480-5302,
개별입지,이지테크노(주),054-463-6763,경상북도 구미시 구미대로 280-15 (광평동),배전반 및 전기 자동제어반 제조업,8,경상북도 구미시청,054-480-5302,
개별입지,이화기계,054-454-8461,경상북도 구미시 고아읍 송평구길 14,금속 절삭기계 제조업,6,경상북도 구미시청,054-480-5302,
개별입지,인베닉스,054-482-0727,경상북도 구미시 고아읍 원호리 478 번지 외 2필지,반도체 제조용 기계 제조업 외 1 종,5,경상북도 구미시청,054-480-5302,
개별입지,인소팩(주),054-473-1231,"경상북도 구미시 인동20길 5, MHK빌딩 202호 (진평동)",기타 무선 통신장비 제조업,15,경상북도 구미시청,054-480-5302,
개별입지,일동전자,054-482-1122,경상북도 구미시 고아읍 농공단지길 35-28,,36,경상북도 구미시청,054-480-5302,
개별입지,일상전자,054-482-9463,경상북도 구미시 고아읍 외예6길 29 (일상전자공장) (총 2 필지) 외 1필지,그 외 기타 플라스틱 제품 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,일선비닐공업사,054-471-8958,경상북도 구미시 장천면 신장리 70번지,합성수지 및 기타 플라스틱 물질 제조업,10,경상북도 구미시청,054-480-5302,
개별입지,일선사,054-453-5054,경상북도 구미시 산책길 33-4 (원평동),귀금속 및 관련제품 제조업,15,경상북도 구미시청,054-480-5302,
개별입지,일선전자,054-441-2277,경상북도 구미시 고아읍 오로리 산 24-6번지,"방송수신기및기타영상,음향기기제조업",16,경상북도 구미시청,054-480-5302,
개별입지,일선케미칼,054-471-8958,경상북도 구미시 장천면 학신로 278-21,플라스틱 필름 제조업 외 1 종,4,경상북도 구미시청,054-480-5302,
개별입지,일성기업,054-471-3768,경상북도 구미시 산동읍 동백로 249,그 외 기타 1차 철강 제조업 외 2 종,5,경상북도 구미시청,054-480-5302,
개별입지,일신사,054-452-0561,경상북도 구미시 남통동 24-4번지,주형 및 금형 제조업,18,경상북도 구미시청,054-480-5302,
개별입지,일신엔지니어링프라스틱,054-482-1922,경상북도 구미시 고아읍 원대로13길 45-16,비금속류 해체 및 선별업 외 1 종,7,경상북도 구미시청,054-480-5302,
개별입지,일양전자,054-471-4466,경상북도 구미시 산동읍 임천인덕로 278,플라스틱 접착처리 제품 제조업 외 1 종,7,경상북도 구미시청,054-480-5302,
개별입지,일원전기,054-474-5563,경상북도 구미시 장천면 묵어길 5,가정용전열기기제조업,4,경상북도 구미시청,054-480-5302,
개별입지,일월정밀(주),054-444-1793,경상북도 구미시 비산로 41 (비산동),일반철물 제조업 외 1 종,2,경상북도 구미시청,054-480-5302,
개별입지,일월정밀(주),054-444-1974,"경상북도 구미시 왕산로 71-10, A동 (임은동)",구조용 금속 판제품 및 공작물 제조업 외 4 종,1,경상북도 구미시청,054-480-5302,
개별입지,일품청,054-481-5777,경상북도 구미시 선산읍 북산6길 14-33,장류 제조업,7,경상북도 구미시청,054-480-5302,
개별입지,장안레미콘(주),054-0455-1000,경상북도 구미시 고아읍 선산대로 630-10,레미콘 제조업,15,경상북도 구미시청,054-480-5302,
개별입지,정문정보(주)구미지점,054-463-8586,경상북도 구미시 임은길 36 (임은동),기타 인쇄업 외 2 종,15,경상북도 구미시청,054-480-5302,
개별입지,정석기계,054-461-0444,경상북도 구미시 비산로3길 43 (비산동),그외기타분류안된특수목적용기계제조업,7,경상북도 구미시청,054-480-5302,
개별입지,정수테크,054-476-1510,경상북도 구미시 산동읍 성수1길 23 외 16필지,액체 여과기 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,정현산업,054-481-0773,경상북도 구미시 고아읍 오로6길 19,그 외 기타 의료용 기기 제조업 외 1 종,8,경상북도 구미시청,054-480-5302,
개별입지,제일방전,,경상북도 구미시 비산로 115-2 (비산동),절삭가공 및 유사처리업,5,경상북도 구미시청,054-480-5302,
개별입지,제일정공,,경상북도 구미시 장천면 신장4길 72,주형 및 금형 제조업,1,경상북도 구미시청,054-480-5302,
개별입지,제일정보통신(주),054-457-7008,경상북도 구미시 화신로 60 (광평동),방송장비 제조업 외 9 종,10,경상북도 구미시청,054-480-5302,
개별입지,제일콘크리트,054-482-3334,경상북도 구미시 고아읍 포아로 732,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",5,경상북도 구미시청,054-480-5302,
개별입지,조광전자,054-471-9363,경상북도 구미시 산동읍 동백로 237,그외기타전자부품제조업,5,경상북도 구미시청,054-480-5302,
개별입지,주) 서 진,054-482-1670,경상북도 구미시 고아읍 포아로 891,주형 및 금형 제조업,8,경상북도 구미시청,054-480-5302,
개별입지,주)베스트로지스 제2공장,054-471-8730,경상북도 구미시 산동읍 인덕리 산 27-3번지,"전자코일, 변성기 및 기타 전자 유도자 제조업",4,경상북도 구미시청,054-480-5302,
개별입지,주)세바,054-712-5100,경상북도 구미시 옥성면 선상동로 649,그 외 기타 전자부품 제조업 외 1 종,7,경상북도 구미시청,054-480-5302,
개별입지,주)씨엠티,,경상북도 구미시 고아읍 파산3길 47,금속류 해체 및 선별업 외 1 종,25,경상북도 구미시청,054-480-5302,
개별입지,주)옵티켐,,경상북도 구미시 장천면 학신로 246-16,비금속류 해체 및 선별업 외 1 종,5,경상북도 구미시청,054-480-5302,
개별입지,주)칠칠공사,054-465-7704,경상북도 구미시 금오대로 493 (임은동),일반용 도료 및 관련제품 제조업,9,경상북도 구미시청,054-480-5302,
개별입지,주)큐렉스,,경상북도 구미시 장천면 상림리 21-1번지,절삭가공 및 유사처리업,9,경상북도 구미시청,054-480-5302,
