순번,회사명,대표자명,전화번호,팩스번호,공장대표주소,업종명,생산품,데이터기준일
464,신화섬유,이종용,055-532-7126,,경상남도 창녕군 대합면 경남대로 5279-21,그 외 기타 금속가공업,스판/포리 직물,2021-10-07
465,정우건설기계,정종환,,,경상남도 창녕군 대합면 경남대로 5133,연사 및 가공사 제조업,어태치먼트,2021-10-07
466,E.P.I환경상사,권오덕,055-532-9925,055-532-5302,경상남도 창녕군 대지면 효정직교길 129,구조용 금속 판제품 및 공작물 제조업,지란좌,2021-10-07
467,동일 베어링,정경호,055-532-0681,,경상남도 창녕군 대지면 대지농공단지길 24-17,건설.광업용 기계 및 장비 수리업,베어링강,2021-10-07
468,반포가설유로폼,"하미영, 박정국",055-526-0330,,경상남도 창녕군 계성면 영산계성로 352,장류 제조업,"유로폼, 시스템비계",2021-10-07
469,호신농산,김종열,055-521-8051,,경상남도 창녕군 계성면 새못길 12,기타 1차 비철금속 제조업,고춧가루,2021-10-07
470,(주)태영테크,우창호,055-536-0786,055-536-8051,경상남도 창녕군 계성면 광계마을길 204,천연 및 혼합조제 조미료 제조업,"산업기계,조선기자재,Steel plate부품",2021-10-07
471,(주)세종일신,안옥선,,055-532-7933,"경상남도 창녕군 대합면 수장퇴산로 112-42, A-1",육상 금속 골조 구조재 제조업 외 1 종,현장 조립식 맨홀,2021-10-07
472,(주)가야이에스씨,윤병국,055-532-0080,055-532-7933,경상남도 창녕군 대합면 등지리 973-1번지,기타 구조용 금속제품 제조업,철구조물,2021-10-07
473,(주)가야이에스씨,윤병국,055-532-0080,,경상남도 창녕군 대합면 도개길 59 외 10필지,금속탱크 및 저장용기 제조업 외 2 종,철구조물,2021-10-07
474,(주)유일,한영홍,055-532-4741,055-532-7771,경상남도 창녕군 대합면 대합공단길 36-14,일반 창고업,창고업,2021-10-07
475,홍제식품,하정자,055-533-4123,,경상남도 창녕군 고암면 창밀로 320-1,그 외 기타 식료품 제조업,환류,2021-10-07
476,(주)대성이노텍 ,"김범석, 김용철",055-587-7733,055-587-7734,경상남도 창녕군 장마면 초곡길 322,철도차량 부품 및 관련 장치물 제조업,"객차, 전동차, 기관차(구체, SIDE, ROOF,U/F,END)",2021-10-07
477,윤진푸드,권경숙,055-536-7471,,경상남도 창녕군 영산면 영산월령로 414-16,무기안료용 금속 산화물 및 관련 제품 제조업,돈까스,2021-10-07
478,(주)벽진피앤티(P&T)),이종학,053-584-8444,070-8230-5665,경상남도 창녕군 영산면 신제로 299-7 외 5필지,육상 금속 골조 구조재 제조업,건축용자재(만넬),2021-10-07
479,필드마스터(주),최태식,055-521-9461,055-532-7221,경상남도 창녕군 도천면 덕곡안길 8-36 (도천면) 외 2필지,강주물 주조업,인조잔디(건조시설 제외),2021-10-07
480,(주)한본산업,권대용,055-532-1700,055-585-8867,경상남도 창녕군 대합면 수장퇴산로 78 외 3필지,기타 목재가구 제조업 외 2 종,"콘크리트타일,기와,벽돌 및블록",2021-10-07
481,부경본가,이윤호,,055-532-3705,경상남도 창녕군 대합면 모전로 260,과실 및 그 외 채소 절임식품 제조업,깐마늘,2021-10-07
482,(주)씨엠캐스팅테크놀러지,이학원,055-532-1321,,경상남도 창녕군 대합면 대합산업단지로 68-43,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",밸브용 주물,2021-10-07
483,농업회사법인 영남(주),황용주,055-532-3260,055-533-1842,경상남도 창녕군 대지면 효정리 390번지 외 7필지,육류 도축업(가금류 제외) 외 1 종,축산물가공,2021-10-07
484,(주)디.엠테크,진동길,,055-536-8051,경상남도 창녕군 대지면 학성세거리길 252,천연 및 혼합조제 조미료 제조업,시멘트착색용안료,2021-10-07
485,오복초정,김주만,,055-532-8859,경상남도 창녕군 대지면 학동길 13-9,기타 과실ㆍ채소 가공 및 저장 처리업,"양파식초,현미식초",2021-10-07
486,(주)키친캐비넷,"장희정, 이창혁",055-533-6800,,경상남도 창녕군 대지면 도양새우등길 79,"식초, 발효 및 화학 조미료 제조업",반조리식품,2021-10-07
487,(주)진응,유영주,,055-536-7472,경상남도 창녕군 고암면 원촌어은길 154 외 1필지,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,"이동식한옥목조주택,데크제작및설치,수중(하천)보",2021-10-07
488,농업회사법인 호신농산(주),김종열,055-536-8051,055-521-9465,경상남도 창녕군 계성면 새못길 12 외 3필지,그 외 기타 플라스틱 제품 제조업,고춧가루,2021-10-07
